 "GAGE No.    5:  K,I,J Coord. =     1,  133,  129;  STREAM SEGMENT =    12;  REACH =   153 "
     "DATA: Time           Stage            Flow           Depth           Width      Midpt-Flow         Precip.              ET          Runoff     Conductance        HeadDiff       Hyd.Grad."
     6.8000000E+01   8.2833441E+02   1.0234007E+05   3.4140629E-01   2.5000000E+01   1.0271048E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.5092500E+04   2.9523659E-02   2.9523659E-02
     6.9000000E+01   8.2833289E+02   1.0158518E+05   3.3992410E-01   2.5000000E+01   1.0195362E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.5092500E+04   2.9366469E-02   2.9366469E-02
     7.0000000E+01   8.2833154E+02   1.0081141E+05   3.3858570E-01   2.5000000E+01   1.0117823E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.5092500E+04   2.9236976E-02   2.9236976E-02
     7.1000000E+01   8.2833002E+02   1.0015462E+05   3.3703479E-01   2.5000000E+01   1.0051914E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.5092500E+04   2.9054493E-02   2.9054493E-02
     7.2000000E+01   8.2832837E+02   9.9514641E+04   3.3540341E-01   2.5000000E+01   9.9876680E+04   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.5092500E+04   2.8856302E-02   2.8856302E-02
     7.3000000E+01   8.2832697E+02   9.8857883E+04   3.3398154E-01   2.5000000E+01   9.9217859E+04   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.5092500E+04   2.8692059E-02   2.8692059E-02
     7.4000000E+01   8.2832568E+02   9.8235922E+04   3.3272031E-01   2.5000000E+01   9.8594055E+04   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.5092500E+04   2.8545363E-02   2.8545363E-02
     7.5000000E+01   8.2832465E+02   9.7640156E+04   3.3164763E-01   2.5000000E+01   9.7996781E+04   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.5092500E+04   2.8425159E-02   2.8425159E-02
     7.6000000E+01   8.2832391E+02   9.7000641E+04   3.3090234E-01   2.5000000E+01   9.7356422E+04   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.5092500E+04   2.8357703E-02   2.8357703E-02
     7.7000000E+01   8.2832294E+02   9.6533188E+04   3.2995713E-01   2.5000000E+01   9.6887469E+04   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.5092500E+04   2.8237995E-02   2.8237995E-02
     7.8000000E+01   8.2832159E+02   9.6187477E+04   3.2861549E-01   2.5000000E+01   9.6539445E+04   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.5092500E+04   2.8054036E-02   2.8054036E-02
     7.9000000E+01   8.2832086E+02   9.5667312E+04   3.2787216E-01   2.5000000E+01   9.6018688E+04   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.5092500E+04   2.8005974E-02   2.8005974E-02
     8.0000000E+01   8.2832013E+02   9.5242672E+04   3.2714051E-01   2.5000000E+01   9.5593188E+04   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.5092500E+04   2.7937548E-02   2.7937548E-02
     8.1000000E+01   8.2831915E+02   9.4931430E+04   3.2619694E-01   2.5000000E+01   9.5280578E+04   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.5092500E+04   2.7828824E-02   2.7828824E-02
     8.2000000E+01   8.2831830E+02   9.4589070E+04   3.2530424E-01   2.5000000E+01   9.4937172E+04   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.5092500E+04   2.7745359E-02   2.7745359E-02
     8.3000000E+01   8.2831781E+02   9.4192805E+04   3.2481095E-01   2.5000000E+01   9.4540820E+04   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.5092500E+04   2.7738564E-02   2.7738564E-02
     8.4000000E+01   8.2831708E+02   9.3925430E+04   3.2411799E-01   2.5000000E+01   9.4272648E+04   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.5092500E+04   2.7675534E-02   2.7675534E-02
     8.5000000E+01   8.2831665E+02   9.3601375E+04   3.2364175E-01   2.5000000E+01   9.3948398E+04   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.5092500E+04   2.7659511E-02   2.7659511E-02
     8.6000000E+01   8.2831598E+02   9.3385117E+04   3.2301575E-01   2.5000000E+01   9.3731438E+04   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.5092500E+04   2.7603956E-02   2.7603956E-02
     8.7000000E+01   8.2831543E+02   9.3153656E+04   3.2245785E-01   2.5000000E+01   9.3499492E+04   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.5092500E+04   2.7564796E-02   2.7564796E-02
     8.8000000E+01   8.2831500E+02   9.2942695E+04   3.2203615E-01   2.5000000E+01   9.3288305E+04   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.5092500E+04   2.7546769E-02   2.7546769E-02
     8.9000000E+01   8.2831458E+02   9.2780516E+04   3.2160902E-01   2.5000000E+01   9.3125781E+04   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.5092500E+04   2.7519315E-02   2.7519315E-02
     9.0000000E+01   8.2831421E+02   9.2637945E+04   3.2121000E-01   2.5000000E+01   9.2982906E+04   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.5092500E+04   2.7495535E-02   2.7495535E-02
     9.1000000E+01   8.2831390E+02   9.2544641E+04   3.2093224E-01   2.5000000E+01   9.2889562E+04   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.5092500E+04   2.7492000E-02   2.7492000E-02
     9.2000000E+01   8.2831354E+02   9.2447180E+04   3.2057878E-01   2.5000000E+01   9.2791789E+04   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.5092500E+04   2.7467526E-02   2.7467526E-02
     9.3000000E+01   8.2831329E+02   9.2300133E+04   3.2030353E-01   2.5000000E+01   9.2644711E+04   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.5092500E+04   2.7464237E-02   2.7464237E-02
     9.4000000E+01   8.2831323E+02   9.2385961E+04   3.2026422E-01   2.5000000E+01   9.2730898E+04   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.5092500E+04   2.7493140E-02   2.7493140E-02
     9.5000000E+01   8.2831317E+02   9.2535305E+04   3.2018542E-01   2.5000000E+01   9.2880391E+04   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.5092500E+04   2.7505221E-02   2.7505221E-02
     9.6000000E+01   8.2831317E+02   9.2609359E+04   3.2016876E-01   2.5000000E+01   9.2954789E+04   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.5092500E+04   2.7532879E-02   2.7532879E-02
     9.7000000E+01   8.2831335E+02   9.2794156E+04   3.2039565E-01   2.5000000E+01   9.3140328E+04   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.5092500E+04   2.7591323E-02   2.7591323E-02
     9.8000000E+01   8.2831366E+02   9.3134141E+04   3.2068202E-01   2.5000000E+01   9.3481070E+04   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.5092500E+04   2.7652085E-02   2.7652085E-02
     9.9000000E+01   8.2831482E+02   9.3057562E+04   3.2186249E-01   2.5000000E+01   9.3407266E+04   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.5092500E+04   2.7873183E-02   2.7873183E-02
     1.0000000E+02   8.2831543E+02   9.4648312E+04   3.2241857E-01   2.5000000E+01   9.4998703E+04   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.5092500E+04   2.7928345E-02   2.7928345E-02
     1.0100000E+02   8.2831665E+02   9.8425266E+04   3.2364368E-01   2.5000000E+01   9.8778188E+04   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.5092500E+04   2.8129786E-02   2.8129786E-02
     1.0200000E+02   8.2832123E+02   1.0131559E+05   3.2826462E-01   2.5000000E+01   1.0167866E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.5092500E+04   2.8938971E-02   2.8938971E-02
     1.0300000E+02   8.2833203E+02   1.0305278E+05   3.3902034E-01   2.5000000E+01   1.0343830E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.5092500E+04   3.0727169E-02   3.0727169E-02
     1.0400000E+02   8.2835889E+02   1.1510775E+05   3.6588922E-01   2.5000000E+01   1.1554939E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.5092500E+04   3.5201445E-02   3.5201445E-02
     1.0500000E+02   8.2844751E+02   1.6518742E+05   4.5451820E-01   2.5000000E+01   1.6582034E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.5092500E+04   5.0446872E-02   5.0446872E-02
     1.0600000E+02   8.2852399E+02   2.1414816E+05   5.3102410E-01   2.5000000E+01   2.1490314E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.5092500E+04   6.0176250E-02   6.0176250E-02
     1.0700000E+02   8.2853271E+02   2.2007453E+05   5.3971463E-01   2.5000000E+01   2.2078958E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.5092500E+04   5.6993026E-02   5.6993026E-02
     1.0800000E+02   8.2852209E+02   2.1283630E+05   5.2910137E-01   2.5000000E+01   2.1350348E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.5092500E+04   5.3178251E-02   5.3178251E-02
     1.0900000E+02   8.2850946E+02   2.0393034E+05   5.1649213E-01   2.5000000E+01   2.0456712E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.5092500E+04   5.0755426E-02   5.0755426E-02
     1.1000000E+02   8.2849719E+02   1.9620991E+05   5.0418848E-01   2.5000000E+01   1.9682028E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.5092500E+04   4.8650216E-02   4.8650216E-02
     1.1100000E+02   8.2848956E+02   1.9082708E+05   4.9658450E-01   2.5000000E+01   1.9142475E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.5092500E+04   4.7638182E-02   4.7638182E-02
     1.1200000E+02   8.2848328E+02   1.8689062E+05   4.9028376E-01   2.5000000E+01   1.8747712E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.5092500E+04   4.6747722E-02   4.6747722E-02
     1.1300000E+02   8.2847809E+02   1.8319017E+05   4.8513097E-01   2.5000000E+01   1.8376788E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.5092500E+04   4.6046089E-02   4.6046089E-02
     1.1400000E+02   8.2847321E+02   1.8045284E+05   4.8021510E-01   2.5000000E+01   1.8102197E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.5092500E+04   4.5361247E-02   4.5361247E-02
     1.1500000E+02   8.2847083E+02   1.7869062E+05   4.7782958E-01   2.5000000E+01   1.7925723E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.5092500E+04   4.5162544E-02   4.5162544E-02
     1.1600000E+02   8.2846869E+02   1.7727962E+05   4.7573507E-01   2.5000000E+01   1.7784308E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.5092500E+04   4.4910092E-02   4.4910092E-02
     1.1700000E+02   8.2846655E+02   1.7592362E+05   4.7357857E-01   2.5000000E+01   1.7648348E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.5092500E+04   4.4624422E-02   4.4624422E-02
     1.1800000E+02   8.2846423E+02   1.7425352E+05   4.7122735E-01   2.5000000E+01   1.7480939E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.5092500E+04   4.4306044E-02   4.4306044E-02
     1.1900000E+02   8.2846210E+02   1.7287333E+05   4.6909982E-01   2.5000000E+01   1.7342592E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.5092500E+04   4.4044629E-02   4.4044629E-02
     1.2000000E+02   8.2846002E+02   1.7142562E+05   4.6704429E-01   2.5000000E+01   1.7197505E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.5092500E+04   4.3792475E-02   4.3792475E-02
     1.2100000E+02   8.2845782E+02   1.7027031E+05   4.6485695E-01   2.5000000E+01   1.7081627E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.5092500E+04   4.3515131E-02   4.3515131E-02
     1.2200000E+02   8.2845587E+02   1.6942534E+05   4.6288803E-01   2.5000000E+01   1.6996845E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.5092500E+04   4.3288652E-02   4.3288652E-02
