Location	ID	n	X	Y	Zland	Depth	Fine	Mixed_Fine	Sand	Mixed_Coarse	Very_Coarse
16398	28	3	507795.08803	4601327.98590	995.66273	21.33600	0.00000	0.00000	0.00000	0.00000	1.00000
16398	28	4	507795.08803	4601327.98590	995.66273	21.94560	0.00000	0.00000	0.00000	0.00000	1.00000
16398	28	5	507795.08803	4601327.98590	995.66273	24.38400	0.00000	0.00000	0.00000	0.00000	1.00000
16424	29	1	509392.99129	4596482.50809	842.78724	10.97280	0.00000	1.00000	0.00000	0.00000	0.00000
16424	29	2	509392.99129	4596482.50809	842.78724	13.71600	0.00000	0.00000	0.00000	1.00000	0.00000
16424	29	3	509392.99129	4596482.50809	842.78724	15.84960	0.00000	0.00000	1.00000	0.00000	0.00000
16425	30	1	509466.00749	4589882.73680	877.50091	1.21920	0.00000	1.00000	0.00000	0.00000	0.00000
16425	30	2	509466.00749	4589882.73680	877.50091	5.79120	0.00000	0.00000	0.00000	0.00000	1.00000
16425	30	3	509466.00749	4589882.73680	877.50091	7.31520	0.00000	1.00000	0.00000	0.00000	0.00000
16425	30	4	509466.00749	4589882.73680	877.50091	10.36320	0.00000	0.00000	1.00000	0.00000	0.00000
16425	30	5	509466.00749	4589882.73680	877.50091	11.88720	0.00000	0.00000	1.00000	0.00000	0.00000
16425	30	6	509466.00749	4589882.73680	877.50091	12.19200	0.00000	0.00000	0.00000	0.00000	1.00000
16426	31	1	511058.30797	4581786.03218	913.28138	10.66800	0.00000	0.00000	0.00000	0.00000	1.00000
16426	31	2	511058.30797	4581786.03218	913.28138	27.43200	0.00000	0.00000	0.00000	0.00000	1.00000
16426	31	3	511058.30797	4581786.03218	913.28138	35.05200	0.00000	0.00000	0.00000	0.00000	1.00000
16426	31	4	511058.30797	4581786.03218	913.28138	36.57600	0.00000	1.00000	0.00000	0.00000	0.00000
16426	31	5	511058.30797	4581786.03218	913.28138	38.10000	0.00000	1.00000	0.00000	0.00000	0.00000
16426	31	6	511058.30797	4581786.03218	913.28138	39.62400	0.00000	1.00000	0.00000	0.00000	0.00000
16426	31	7	511058.30797	4581786.03218	913.28138	41.14800	0.00000	0.00000	0.00000	0.00000	1.00000
16438	32	1	507780.37037	4596469.98012	860.85578	7.92480	0.00000	0.00000	0.00000	0.00000	1.00000
16438	32	2	507780.37037	4596469.98012	860.85578	10.36320	0.00000	1.00000	0.00000	0.00000	0.00000
16438	32	3	507780.37037	4596469.98012	860.85578	12.19200	0.00000	0.00000	0.00000	0.00000	1.00000
16438	32	4	507780.37037	4596469.98012	860.85578	13.71600	0.00000	1.00000	0.00000	0.00000	0.00000
16438	32	5	507780.37037	4596469.98012	860.85578	14.02080	0.00000	0.00000	0.00000	1.00000	0.00000
16438	32	6	507780.37037	4596469.98012	860.85578	18.28800	0.00000	1.00000	0.00000	0.00000	0.00000
16438	32	7	507780.37037	4596469.98012	860.85578	19.81200	0.00000	0.00000	0.00000	1.00000	0.00000
16438	32	8	507780.37037	4596469.98012	860.85578	21.03120	0.00000	1.00000	0.00000	0.00000	0.00000
16438	32	9	507780.37037	4596469.98012	860.85578	21.94560	0.00000	0.00000	0.00000	1.00000	0.00000
16438	32	10	507780.37037	4596469.98012	860.85578	22.25040	0.00000	0.00000	1.00000	0.00000	0.00000
16438	32	11	507780.37037	4596469.98012	860.85578	25.29840	0.00000	0.00000	0.00000	1.00000	0.00000
16446	33	1	514275.10423	4594848.05357	881.95099	0.30480	0.00000	1.00000	0.00000	0.00000	0.00000
16446	33	2	514275.10423	4594848.05357	881.95099	11.27760	0.00000	0.00000	0.00000	1.00000	0.00000
16446	33	3	514275.10423	4594848.05357	881.95099	29.87040	0.00000	0.00000	1.00000	0.00000	0.00000
16446	33	4	514275.10423	4594848.05357	881.95099	33.22320	0.00000	0.00000	1.00000	0.00000	0.00000
16446	33	5	514275.10423	4594848.05357	881.95099	51.81600	0.00000	0.00000	0.00000	0.00000	1.00000
16449	34	1	514275.10423	4594848.05357	881.95099	1.82880	0.00000	1.00000	0.00000	0.00000	0.00000
16449	34	2	514275.10423	4594848.05357	881.95099	12.19200	0.00000	1.00000	0.00000	0.00000	0.00000
16449	34	3	514275.10423	4594848.05357	881.95099	22.86000	0.00000	1.00000	0.00000	0.00000	0.00000
16449	34	4	514275.10423	4594848.05357	881.95099	27.43200	0.00000	1.00000	0.00000	0.00000	0.00000
16449	34	5	514275.10423	4594848.05357	881.95099	33.52800	0.00000	0.00000	0.00000	0.00000	1.00000
16449	34	6	514275.10423	4594848.05357	881.95099	40.23360	0.00000	0.00000	0.00000	0.00000	1.00000
16453	35	1	504589.01234	4598046.93664	911.41601	3.04800	0.00000	1.00000	0.00000	0.00000	0.00000
16453	35	2	504589.01234	4598046.93664	911.41601	6.09600	0.00000	0.00000	0.00000	0.00000	1.00000
16453	35	3	504589.01234	4598046.93664	911.41601	12.19200	0.00000	0.00000	0.00000	0.00000	1.00000
16453	35	4	504589.01234	4598046.93664	911.41601	13.71600	0.00000	0.00000	0.00000	0.00000	1.00000
16458	36	1	504585.01342	4599662.68436	935.19650	0.30480	0.00000	1.00000	0.00000	0.00000	0.00000
16458	36	2	504585.01342	4599662.68436	935.19650	4.57200	0.00000	1.00000	0.00000	0.00000	0.00000
16458	36	3	504585.01342	4599662.68436	935.19650	6.40080	0.00000	1.00000	0.00000	0.00000	0.00000
16458	36	4	504585.01342	4599662.68436	935.19650	10.66800	0.00000	1.00000	0.00000	0.00000	0.00000
16458	36	5	504585.01342	4599662.68436	935.19650	11.27760	0.00000	0.00000	0.00000	1.00000	0.00000
16458	36	6	504585.01342	4599662.68436	935.19650	18.28800	0.00000	1.00000	0.00000	0.00000	0.00000
16458	36	7	504585.01342	4599662.68436	935.19650	20.42160	0.00000	0.00000	0.00000	0.00000	1.00000
16458	36	8	504585.01342	4599662.68436	935.19650	24.68880	0.00000	1.00000	0.00000	0.00000	0.00000
16458	36	9	504585.01342	4599662.68436	935.19650	25.60320	0.00000	0.00000	0.00000	1.00000	0.00000
16458	36	10	504585.01342	4599662.68436	935.19650	27.43200	0.00000	0.00000	0.00000	0.00000	1.00000
16458	36	11	504585.01342	4599662.68436	935.19650	30.48000	0.00000	1.00000	0.00000	0.00000	0.00000
16463	37	1	504589.01234	4598046.93664	911.41601	9.14400	0.00000	0.00000	0.00000	0.00000	1.00000
16463	37	2	504589.01234	4598046.93664	911.41601	12.19200	0.00000	0.00000	0.00000	0.00000	1.00000
16463	37	3	504589.01234	4598046.93664	911.41601	12.49680	0.00000	0.00000	0.00000	1.00000	0.00000
16463	37	4	504589.01234	4598046.93664	911.41601	17.37360	0.00000	0.00000	0.00000	0.00000	1.00000
16463	37	5	504589.01234	4598046.93664	911.41601	17.67840	0.00000	0.00000	0.00000	1.00000	0.00000
16463	37	6	504589.01234	4598046.93664	911.41601	22.86000	0.00000	0.00000	0.00000	1.00000	0.00000
16463	37	7	504589.01234	4598046.93664	911.41601	24.38400	0.00000	0.00000	0.00000	1.00000	0.00000
16463	37	8	504589.01234	4598046.93664	911.41601	28.95600	0.00000	0.00000	0.00000	0.00000	1.00000
16463	37	9	504589.01234	4598046.93664	911.41601	30.48000	0.00000	0.00000	0.00000	0.00000	1.00000
16468	38	1	514275.27309	4591578.33404	856.89948	20.72640	0.00000	1.00000	0.00000	0.00000	0.00000
16468	38	2	514275.27309	4591578.33404	856.89948	21.33600	0.00000	0.00000	0.00000	1.00000	0.00000
16468	38	3	514275.27309	4591578.33404	856.89948	29.26080	0.00000	1.00000	0.00000	0.00000	0.00000
16468	38	4	514275.27309	4591578.33404	856.89948	30.48000	0.00000	0.00000	1.00000	0.00000	0.00000
16470	39	1	507780.37037	4596469.98012	860.85578	1.52400	-999	-999	-999	-999	-999
16470	39	2	507780.37037	4596469.98012	860.85578	6.09600	0.00000	0.00000	0.00000	1.00000	0.00000
16470	39	3	507780.37037	4596469.98012	860.85578	10.66800	0.00000	0.00000	0.00000	1.00000	0.00000
16470	39	4	507780.37037	4596469.98012	860.85578	12.19200	0.00000	1.00000	0.00000	0.00000	0.00000
16470	39	5	507780.37037	4596469.98012	860.85578	13.71600	0.00000	0.00000	0.00000	1.00000	0.00000
16470	39	6	507780.37037	4596469.98012	860.85578	18.28800	0.00000	0.00000	0.00000	1.00000	0.00000
16470	39	7	507780.37037	4596469.98012	860.85578	19.81200	0.00000	0.00000	0.00000	1.00000	0.00000
16470	39	8	507780.37037	4596469.98012	860.85578	25.29840	0.00000	0.00000	0.00000	1.00000	0.00000
16470	39	9	507780.37037	4596469.98012	860.85578	27.12720	0.00000	0.00000	0.00000	1.00000	0.00000
16470	39	10	507780.37037	4596469.98012	860.85578	27.43200	0.00000	0.00000	0.00000	1.00000	0.00000
16470	39	11	507780.37037	4596469.98012	860.85578	28.95600	0.00000	0.00000	0.00000	1.00000	0.00000
16470	39	12	507780.37037	4596469.98012	860.85578	30.17520	0.00000	0.00000	0.00000	1.00000	0.00000
16470	39	13	507780.37037	4596469.98012	860.85578	31.39440	0.00000	0.00000	1.00000	0.00000	0.00000
16480	40	1	511038.60837	4583420.26736	878.61648	10.97280	0.00000	0.00000	0.00000	1.00000	0.00000
16480	40	2	511038.60837	4583420.26736	878.61648	13.71600	0.00000	0.00000	0.00000	0.00000	1.00000
16480	40	3	511038.60837	4583420.26736	878.61648	17.37360	0.00000	0.00000	0.00000	0.00000	1.00000
16480	40	4	511038.60837	4583420.26736	878.61648	25.90800	0.00000	0.00000	0.00000	0.00000	1.00000
16480	40	5	511038.60837	4583420.26736	878.61648	29.87040	0.00000	0.00000	0.00000	0.00000	1.00000
16487	41	1	507850.19880	4588205.48021	942.48732	3.96240	-999	-999	-999	-999	-999
16487	41	2	507850.19880	4588205.48021	942.48732	5.79120	0.00000	0.00000	0.00000	1.00000	0.00000
16497	42	1	511034.82220	4585044.02218	887.23622	3.04800	0.00000	1.00000	0.00000	0.00000	0.00000
16497	42	2	511034.82220	4585044.02218	887.23622	9.14400	0.00000	1.00000	0.00000	0.00000	0.00000
16497	42	3	511034.82220	4585044.02218	887.23622	12.19200	1.00000	0.00000	0.00000	0.00000	0.00000
16497	42	4	511034.82220	4585044.02218	887.23622	27.43200	0.00000	0.00000	0.00000	0.00000	1.00000
16499	43	1	506188.14684	4594798.96479	896.91058	0.30480	-999	-999	-999	-999	-999
16499	43	2	506188.14684	4594798.96479	896.91058	7.31520	0.00000	0.00000	0.00000	0.00000	1.00000
16499	43	3	506188.14684	4594798.96479	896.91058	9.14400	0.00000	1.00000	0.00000	0.00000	0.00000
16499	43	4	506188.14684	4594798.96479	896.91058	28.95600	0.00000	0.00000	0.00000	1.00000	0.00000
16503	44	1	512655.36786	4585067.54615	860.35286	0.60960	0.00000	1.00000	0.00000	0.00000	0.00000
16503	44	2	512655.36786	4585067.54615	860.35286	6.09600	0.00000	1.00000	0.00000	0.00000	0.00000
16503	44	3	512655.36786	4585067.54615	860.35286	7.31520	0.00000	0.00000	1.00000	0.00000	0.00000
16503	44	4	512655.36786	4585067.54615	860.35286	9.44880	0.00000	0.00000	1.00000	0.00000	0.00000
16503	44	5	512655.36786	4585067.54615	860.35286	25.29840	0.00000	0.00000	1.00000	0.00000	0.00000
16503	44	6	512655.36786	4585067.54615	860.35286	25.90800	0.00000	0.00000	1.00000	0.00000	0.00000
16503	44	7	512655.36786	4585067.54615	860.35286	31.69920	0.00000	0.00000	1.00000	0.00000	0.00000
